model_name,dataset_name,num_train_samples,num_epochs,batch_size,fp16,pue,experiment_id,gpu_type,learning_rate,max_sequence_length,gradient_accumulation_steps,num_gpus,dataset_config,model_parameters
bert-large-uncased,imdb,10000,1,4,TRUE,1.58,bf649d66-1f83-4af7-ad3c-0503e7127e74,Tesla P100-PCIE-16GB,3.00E-05,512,4,1,,335141890
bert-large-uncased,imdb,15000,1,16,TRUE,1.58,5a15dc0c-a26c-43f8-8dd2-e89a01fd8c29,Tesla P100-PCIE-16GB,1.00E-05,256,2,1,,335141890
bert-large-uncased,imdb,5000,1,8,FALSE,1.58,396ece36-f79e-4cdc-a3c2-08a63823b5de,Tesla T4,2.00E-05,128,1,2,,335141890
bert-large-uncased,imdb,20000,1,4,TRUE,1.58,b5cdb78b-6e1a-4d90-a627-050fb513ca2c,Tesla T4,3.00E-05,256,8,2,,335141890
bert-large-uncased,imdb,10000,2,16,TRUE,1.58,5dc672ca-782b-4c3b-88ff-6914f4a86f3a,Tesla T4,2.00E-05,128,2,2,,335141890
bert-large-uncased,imdb,50000,1,16,TRUE,1.58,733c4fda-86fb-4f69-9df4-15a72c69e6d8,Tesla T4,1.00E-05,128,4,2,,335141890
bert-large-uncased,imdb,25000,1,4,TRUE,1.58,26f6789a-e4c3-48bd-86eb-3110bdba1ea7,Tesla T4,3.00E-05,512,8,2,,335141890
bert-large-uncased,imdb,15000,1,8,TRUE,1.58,ed7c03d5-7ab0-4af7-8aee-6ea03f41a0ed,Tesla T4,2.00E-05,512,1,2,,335141890
gpt2-medium,imdb,10000,1,16,TRUE,1.58,56274467-7e85-4471-a19e-ec6ad0242a93,Tesla P100-PCIE-16GB,2.00E-05,128,1,1,,354823168
gpt2-medium,imdb,25000,1,8,TRUE,1.58,659621f3-8afb-4d36-a137-3c6659cdc15b,Tesla P100-PCIE-16GB,2.00E-05,256,2,1,,354823168
gpt2-medium,imdb,10000,1,4,TRUE,1.58,dbed283c-8c70-441d-af99-b18d49e82d82,Tesla P100-PCIE-16GB,3.00E-05,512,4,1,,354823168
gpt2-medium,imdb,15000,1,16,TRUE,1.58,5355c119-50b0-4c06-93c7-c051cefd849a,Tesla P100-PCIE-16GB,1.00E-05,256,2,1,,354823168
gpt2-medium,imdb,5000,1,4,FALSE,1.58,239b5a64-1a38-4c11-9259-aa9e018d191c,Tesla P100-PCIE-16GB,2.00E-05,128,2,1,,354823168
gpt2-medium,imdb,20000,1,4,TRUE,1.58,ebf8bce6-6f45-4b51-9a0b-f1d8b540fff9,Tesla P100-PCIE-16GB,3.00E-05,256,8,1,,354823168
gpt2-medium,imdb,10000,2,16,TRUE,1.58,10a0c99e-4d33-40db-97d1-106a715c6cc1,Tesla P100-PCIE-16GB,2.00E-05,128,2,1,,354823168
gpt2-medium,imdb,50000,1,16,TRUE,1.58,c4bb224d-d094-487c-94a3-aaa9c6118266,Tesla P100-PCIE-16GB,1.00E-05,128,4,1,,354823168
gpt2-medium,imdb,25000,1,4,TRUE,1.58,626435c6-48e7-47b0-93e4-85923fc97fe9,Tesla P100-PCIE-16GB,3.00E-05,512,8,1,,354823168
gpt2-medium,imdb,15000,1,8,TRUE,1.58,7e298e7e-a1c7-4d02-b279-fe9d080b3044,Tesla P100-PCIE-16GB,2.00E-05,512,1,1,,354823168
gpt2-large,imdb,10000,1,8,TRUE,1.58,cbeac770-80ed-4fe5-bc6b-26b349b18c60,Tesla P100-PCIE-16GB,2.00E-05,128,2,1,,774030080
gpt2-large,imdb,25000,1,4,TRUE,1.58,bf5c160b-01a2-4b9d-9527-05caff84248b,Tesla P100-PCIE-16GB,2.00E-05,256,4,1,,774030080
gpt2-large,imdb,10000,1,2,TRUE,1.58,1ffbd54d-fd72-4b43-b858-c3ccbf788ba4,Tesla P100-PCIE-16GB,3.00E-05,512,8,1,,774030080
gpt2-large,imdb,15000,1,8,TRUE,1.58,d62a4dd3-fa25-452e-8d9d-1b92565c7402,Tesla P100-PCIE-16GB,1.00E-05,256,4,1,,774030080
gpt2-large,imdb,5000,1,16,TRUE,1.58,ddf1f2c0-1bd5-48f5-958a-c4b3e6b1855e,Tesla P100-PCIE-16GB,2.00E-05,128,1,1,,774030080
gpt2-large,imdb,20000,1,2,TRUE,1.58,b30bdf63-62fd-4239-829e-a31206143dae,Tesla P100-PCIE-16GB,3.00E-05,256,16,1,,774030080
gpt2-large,imdb,10000,2,8,TRUE,1.58,bcd05de3-916b-4a12-9201-1b5c5d23f1e9,Tesla P100-PCIE-16GB,2.00E-05,128,2,1,,774030080
gpt2-large,imdb,50000,1,8,TRUE,1.58,a7353846-eba0-48c6-b50e-06932abe45be,Tesla P100-PCIE-16GB,1.00E-05,128,8,1,,774030080
gpt2-large,imdb,25000,1,2,TRUE,1.58,7e7d548b-922b-4495-bef9-49f5ff9c35f8,Tesla P100-PCIE-16GB,3.00E-05,512,16,1,,774030080
gpt2-large,imdb,15000,1,4,TRUE,1.58,98465e49-2037-4594-9ab5-5e9dd0ac0ccb,Tesla P100-PCIE-16GB,2.00E-05,512,4,1,,774030080
