id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
4fdfcf02-fcfe-4a23-bfbe-3828ff8ac4a4,EcoBERT_Predictor_Data_Collection,run_c6e49a7f-1fa6-402e-9971-3e2e39bc71af,,2025-08-28 11:47:28,1279.8492517471311,0.1174948403457722,0.021218393218043,"Intel(R) Xeon(R) CPU @ 2.00GHz/1 device(s), TDP:61.0",Tesla P100-PCIE-16GB 1 device(s),Linux,US/Oregon,0
fbf718b9-ad70-496b-8db0-b962c2ea131a,EcoBERT_Predictor_Data_Collection,run_d355920a-c2a4-4010-9258-938fef497a34,,2025-08-28 12:08:49,1244.1090874671936,0.1162500427855923,0.0209935952266501,"Intel(R) Xeon(R) CPU @ 2.00GHz/1 device(s), TDP:61.0",Tesla P100-PCIE-16GB 1 device(s),Linux,US/Oregon,0
5e1077a5-d126-4f87-b38a-fc061e67e97c,EcoBERT_Predictor_Data_Collection,run_b431f17d-5d27-4bbb-b5eb-e49344d2b330,,2025-08-28 12:29:35,1238.3857278823853,0.1152807358784056,0.0208185480922812,"Intel(R) Xeon(R) CPU @ 2.00GHz/1 device(s), TDP:61.0",Tesla P100-PCIE-16GB 1 device(s),Linux,US/Oregon,0
f1f4e2f3-e9f6-4f05-b865-9750e18f1502,EcoBERT_Predictor_Data_Collection,run_7c5edb9a-ffbe-48ec-8fa8-61774eb1a9f0,,2025-08-28 12:50:14,1227.3071274757383,0.1149354036986745,0.0207561845539436,"Intel(R) Xeon(R) CPU @ 2.00GHz/1 device(s), TDP:61.0",Tesla P100-PCIE-16GB 1 device(s),Linux,US/Oregon,0
0565c8f0-67a3-4595-8fcc-e277b3c5074e,EcoBERT_Predictor_Data_Collection,run_c8ca1438-265f-41b8-a183-45fb4fc795e9,,2025-08-28 13:10:43,1222.485046863556,0.1146214901228976,0.020699494901294,"Intel(R) Xeon(R) CPU @ 2.00GHz/1 device(s), TDP:61.0",Tesla P100-PCIE-16GB 1 device(s),Linux,US/Oregon,0
3b2c783c-d660-41a7-aeab-453a61567ba4,EcoBERT_Predictor_Data_Collection,run_6c9d7583-18db-4142-9fc7-135c59fa152b,,2025-08-28 13:31:07,1221.4164447784424,0.1149349756987217,0.0207561072614321,"Intel(R) Xeon(R) CPU @ 2.00GHz/1 device(s), TDP:61.0",Tesla P100-PCIE-16GB 1 device(s),Linux,US/Oregon,0
49e28e15-b8ff-4d5b-ad33-5fd63a58cabf,EcoBERT_Predictor_Data_Collection,run_16d9f2ab-57f1-4c73-9798-49b75c942d57,,2025-08-28 13:51:29,1285.12601685524,0.1160506675619065,0.0209575900550046,"Intel(R) Xeon(R) CPU @ 2.00GHz/1 device(s), TDP:61.0",Tesla P100-PCIE-16GB 1 device(s),Linux,US/Oregon,0
e04346b0-fa72-4e89-8ebe-fd5710822850,EcoBERT_Predictor_Data_Collection,run_487fe678-32bc-435d-a430-85835d644c2d,,2025-08-28 14:12:56,1252.6701457500458,0.1153417546392596,0.0208295674703039,"Intel(R) Xeon(R) CPU @ 2.00GHz/1 device(s), TDP:61.0",Tesla P100-PCIE-16GB 1 device(s),Linux,US/Oregon,0
5b24f466-e0f8-4c14-b81f-24b423e6563f,EcoBERT_Predictor_Data_Collection,run_a32029e3-bd90-4453-a21e-7cb1ecb406d8,,2025-08-28 14:33:50,1244.8840045928955,0.1139333592734307,0.0205752253511888,"Intel(R) Xeon(R) CPU @ 2.00GHz/1 device(s), TDP:61.0",Tesla P100-PCIE-16GB 1 device(s),Linux,US/Oregon,0
c6861980-49ec-495d-a195-849348caadcc,EcoBERT_Predictor_Data_Collection,run_2d244fdf-60bf-4920-9ded-2bb494d9ae01,,2025-08-28 14:54:36,1233.304458141327,0.1145379110119269,0.0206844013496438,"Intel(R) Xeon(R) CPU @ 2.00GHz/1 device(s), TDP:61.0",Tesla P100-PCIE-16GB 1 device(s),Linux,US/Oregon,0
9725d385-3905-4a62-b30d-696bc7d8b37a,EcoBERT_Predictor_Data_Collection,run_3baeb956-1563-455e-be4e-a5946572c429,,2025-08-28 15:15:10,1225.4635758399963,0.1126339593285648,0.0203405667151455,"Intel(R) Xeon(R) CPU @ 2.00GHz/1 device(s), TDP:61.0",Tesla P100-PCIE-16GB 1 device(s),Linux,US/Oregon,0
3cd59b55-5eba-49e0-8032-d252b5982e2a,EcoBERT_Predictor_Data_Collection,run_ab80473e-c052-4a32-8101-78e341a47628,N/A,2025-08-28 15:35:37,1222.0922486782074,0.1147653046699468,0.020725466370345693,"Intel(R) Xeon(R) CPU @ 2.00GHz/1 device(s), TDP:61.0",Tesla P100-PCIE-16GB 1 device(s),Linux,US/Oregon,0
