id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
c606afc6-f04c-4414-84eb-3284cda271bd,CO2_Optimization,Trial_6,,2025-11-08 08:37:21,0.8154599666595459,1.2921833431136066e-07,2.3335538993288624e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
034d2807-e956-4757-a77d-91d169897d6f,CO2_Optimization,Trial_6,,2025-11-08 08:37:42,0.7109367847442627,1.1138987413962316e-07,2.0115897370874547e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
8624193b-45eb-4f9a-951c-5228927d9e13,CO2_Optimization,Trial_6,,2025-11-08 08:38:03,0.7020094394683838,1.1007564378265525e-07,1.98785605107097e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
a9f0e9df-6930-4451-9275-aea330f70801,CO2_Optimization,Trial_6,,2025-11-08 08:38:25,1.038792371749878,1.6429539371216608e-07,2.9670105150480072e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
64a6878c-b2d3-4b37-8456-427013d15787,CO2_Optimization,Trial_6,,2025-11-08 08:38:48,0.8271205425262451,1.305927081236291e-07,2.358373716004618e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
b3106d5b-01b1-45cb-911f-1526fbb30e1f,CO2_Optimization,Trial_6,,2025-11-08 08:39:10,0.7259559631347656,1.1454758793490785e-07,2.0686148905165005e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
2eb883b3-eb5d-4b68-9b70-de253b4e11f4,CO2_Optimization,Trial_6,,2025-11-08 08:39:32,1.082705020904541,1.7082646207275804e-07,3.0849550785719386e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
df08c25e-294c-410f-84d3-f3b0edb1cc50,CO2_Optimization,Trial_6,,2025-11-08 08:39:54,0.6989021301269531,1.0991725268401829e-07,1.9849956662206866e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
c75f00ce-40b5-4b8a-ae17-4ce8941b840d,CO2_Optimization,Trial_6,N/A,2025-11-08 08:40:16,1.0861029624938965,1.721597974082556e-07,3.109033781395688e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
