id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
0c8c0ca2-d6fa-4636-95d2-cfc1ef4fcf02,CO2_Optimization,Trial_3,,2025-11-08 08:37:15,0.7831599712371826,1.2423577892055468e-07,2.2435739315262962e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
699352fd-9a43-4eac-9dd6-525c11047f44,CO2_Optimization,Trial_3,,2025-11-08 08:37:35,0.7973151206970215,1.2580060743279848e-07,2.2718331696289093e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
9e4977a2-3f06-4275-83a5-5f4641bd80a7,CO2_Optimization,Trial_3,,2025-11-08 08:37:57,0.8159451484680176,1.289610215974335e-07,2.328907089028052e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
852d06b7-42a3-4939-a76b-e4c4876d2c5e,CO2_Optimization,Trial_3,,2025-11-08 08:38:18,1.0488269329071045,1.6580735278211028e-07,2.9943149838921287e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
d6ead8e2-f399-4035-8cd9-e6cfee82f882,CO2_Optimization,Trial_3,,2025-11-08 08:38:41,1.0017435550689695,1.580063881124261e-07,2.8534373629223023e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
cd9d8274-ad11-4e97-9617-4728b0c99ba5,CO2_Optimization,Trial_3,,2025-11-08 08:39:03,0.7494843006134033,1.1791549012684767e-07,2.12943583620074e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
26d52786-6003-4329-b7df-44bc7512ecdb,CO2_Optimization,Trial_3,,2025-11-08 08:39:25,1.0661985874176023,1.690018858063051e-07,3.0520050557760635e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
a10232a3-0b10-4f18-b804-8aaf13ac65c1,CO2_Optimization,Trial_3,,2025-11-08 08:39:47,0.6879069805145264,1.082207831686333e-07,1.9543591232423483e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
9ed5df69-0056-433a-a793-7206e0f67ab0,CO2_Optimization,Trial_3,N/A,2025-11-08 08:40:09,0.8786506652832031,1.3869290717849482e-07,2.504655210736438e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
