id,project_name,experiment_description,epoch,start_time,duration(s),power_consumption(kWh),CO2_emissions(kg),CPU_name,GPU_name,OS,region/country,cost
2bb09342-c7d5-45d6-88c0-0077d65676c6,CO2_Optimization,Trial_9,,2025-11-08 08:37:27,0.7926938533782959,1.2572664288740044e-07,2.2704974439035648e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
5cd84125-afb3-4506-8d87-b61e255d9222,CO2_Optimization,Trial_9,,2025-11-08 08:37:48,0.7665145397186279,1.210005858164702e-07,2.185149579259635e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
454ddd01-972c-4717-8448-c5ab3adf9f70,CO2_Optimization,Trial_9,,2025-11-08 08:38:09,0.8997037410736084,1.4177670338852977e-07,2.5603454864934592e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
2bcab83f-5d4d-4f97-9d61-cbda56f965ca,CO2_Optimization,Trial_9,,2025-11-08 08:38:32,1.077076435089111,1.707394883578673e-07,3.083384420254724e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
c4af4fdc-7c89-4bf5-b3c4-26c5b169d748,CO2_Optimization,Trial_9,,2025-11-08 08:38:55,0.7636520862579346,1.1957769770712428e-07,2.1594536428929573e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
a913a6ef-39f5-4b78-b144-453ee87b9dab,CO2_Optimization,Trial_9,,2025-11-08 08:39:16,0.7766237258911133,1.2261651128795848e-07,2.214331577349242e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
cf74a91e-b536-462a-af8b-b90812af42ae,CO2_Optimization,Trial_9,,2025-11-08 08:39:39,0.9697039127349854,1.530785215066999e-07,2.7644450198894934e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
2b012791-7baa-49ac-9d6d-df471a688960,CO2_Optimization,Trial_9,,2025-11-08 08:40:00,0.7263436317443848,1.145949819824447e-07,2.069470779620969e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
0edbf75b-67dc-49e7-bd41-05cabc06965f,CO2_Optimization,Trial_9,N/A,2025-11-08 08:40:23,0.9910478591918945,1.5641094864804472e-07,2.8246253216350398e-08,"Intel(R) Xeon(R) CPU @ 2.20GHz/1 device(s), TDP:61.0", 0 device(s),Linux,US/Oregon,0
